gene	mean	median	longest_isoform	merged
TIPARP-AS1	2543	2543	2543	2543
TMEM223	1273	1273	1273	1273
LINC00886	3337	3337	3337	3337
PA2G4P4	2751	2751	2751	2751
LINC00880	2016	2016	2016	2016
LINC02029	1497	1497	1497	1497
LINC00881	791	791	791	791
SCAF11	7552	7552	7552	7552
TMEM37	1687	1687	1687	1687
UBE2J2	2271	2284	2389	2437
UC.134	1867	1867	1867	1867
LOC100996447	1640	1640	1640	1640
TIAF1	2089	2089	2089	2089
LINC02114	801	801	801	801
PCDH18	5922	5922	5924	5924
MIR3919	89	89	89	89
ANXA2P2	1310	1310	1310	1310
IL12A-AS1	2424	2424	2424	2424
LINC01100	618	618	618	618
TRIM59-IFT80	5290	6117	6384	6845
TAF7L	2270	2270	2362	2473
FUT11	2123	2123	2177	2192
SCARNA7	330	330	330	330
COL7A1	9169	9169	9169	9169
ZNF891	2303	2303	2303	2303
DOHH	1777	1777	1791	1791
SLC17A2	2270	2348	2496	2531
PRKCA	8964	8964	8964	8964
CSH1	821	821	821	821
KCNE5	1473	1473	1473	1473
SPTSSB	2809	2809	3312	3312
LINC02067	2845	2845	2845	2845
LINC01192	1519	1519	1519	1519
MIR1263	86	86	86	86
LINC01324	844	844	844	844
LINC01322	753	753	753	753
RAB25	1002	1002	1100	1100
LOC105374194	256	256	256	256
LINC01327	535	535	535	535
MYDGF	990	990	990	990
CHCHD3	1636	1649	2061	2673
LRRC77P	2513	2513	2678	2678
PAGE2B	540	540	540	540
EGFEM1P	3842	3842	3842	3842
LINC02082	742	742	742	742
PURB	9232	9232	9232	9232
GABRG3	6239	6239	10861	11411
PPP1R3F	3003	3003	3475	3475
GK2	1868	1868	1868	1868
MACIR	3073	3011	3222	3513
UCN2	1498	1498	1498	1498
TIGD7	3421	3421	3421	3421
LDHAL6B	1744	1744	1744	1744
HSPB9	549	549	549	549
BMERB1	2080	2080	2111	2222
ITLN2	1161	1161	1161	1161
CPSF4L	647	647	647	647
BAMBI	1691	1691	1691	1691
FAM106C	1759	1759	1759	1759
RTCB	2019	2019	2019	2019
MED13L	9378	9378	9378	9378
LOC100128164	3884	3884	6031	7012
STAM2	5472	5472	5472	5472
MIR6828	60	60	60	60
SLC7A14-AS1	2435	2788	2936	6877
ZNRD2-AS1	1194	1194	1194	1194
AGXT2	1971	1971	2219	2219
MAP4	4755	5600	5891	8278
MTX3	7878	7861	7931	7931
CEMP1	1374	1374	1374	1374
MIR569	96	96	96	96
RNF6	2879	3392	3519	4275
LONP1	2939	2891	3092	3326
TMEM212-AS1	427	427	427	427
TCP11X1	1749	1749	1749	3498
LINC02068	563	563	563	563
KRT9	2295	2295	2295	2295
OR6A2	1384	1384	1384	1384
TRIM8	2720	2744	2769	2769
ITGB3	4894	4894	4894	4894
UCN	795	795	795	795
POP7	850	850	850	850
RIDA	987	987	987	987
LOC112577592	486	486	486	486
NLGN1-AS1	814	814	814	814
ELOVL4	3012	3012	3012	3012
CHRNA3	2255	2021	3015	3252
NAALADL2-AS3	408	408	408	408
NAALADL2-AS2	807	807	807	807
MIR4789	82	82	82	82
NAALADL2-AS1	371	371	371	371
MIR7977	49	49	49	49
LINC01208	822	822	822	822
LINC01209	2399	2399	2399	2399
LINC00501	2063	2063	2063	2063
LINC00578	1222	1222	1222	1222
LINC02015	2957	2957	2957	2957
LINC01014	548	548	548	548
KCNMB2-AS1	1925	1925	2055	2197
LOC101928739	346	346	346	346
ZBTB9	2714	2714	2714	2714
TM4SF20	2414	2414	2414	2414
CGN	5100	5100	5100	5100
ATP11A	8781	8781	8795	8855
EPC2	3883	3883	3883	3883
PGGT1B	9548	9548	9548	9548
RYR2	16583	16583	16583	16583
POLR2A	6747	6747	6747	6747
GAGE2E	534	534	534	1068
VPS18	3875	3875	3875	3875
RNF40	5597	5533	6016	6057
HOTAIR	2355	2362	2368	2579
ASB12	1267	1267	1267	1267
PEX5L-AS2	609	606	669	764
LINC02053	936	936	936	936
LOC101928882	2873	2873	2873	2873
FFAR4	3629	3629	3653	3653
LOC102724604	760	760	760	760
LINC01206	9557	9557	9557	9557
LINC01994	1806	1806	1806	1806
LINC01995	595	595	595	595
NECTIN3	4408	5171	5197	6784
GHITM	2382	2382	2382	2382
GPC5	2940	2940	2940	2940
LINC00888	1558	1558	1628	1671
SNORA63D	132	132	132	132
SNORA63E	133	133	133	133
KLHL6-AS1	503	503	503	503
SLC9A3	5541	5541	5555	5555
HCG14	411	411	411	411
PNKD	2201	2987	2987	3618
YEATS2-AS1	1605	1605	1605	1605
MIR4448	86	86	86	86
ABCC5-AS1	469	469	469	469
PLGRKT	981	981	981	981
HTR3E-AS1	515	515	515	515
CASKIN1	5839	5839	5839	5839
BNIP3L	3416	3416	3452	3557
GIPC2	3654	3654	3776	3901
CCDC124	1018	1018	1049	1083
FASTKD2	6829	6835	6943	6943
CFAP157	3756	3756	3808	3808
GABRE	3149	3149	3149	3149
KIAA2013	2819	2819	2819	2819
VPS13D	16316	16316	16354	16354
SPPL2A	7268	7268	7268	7268
CD5	3239	3239	3353	3480
HAVCR2	2237	2237	2237	2237
SNORD66	76	76	76	76
TSPAN10	1804	1871	1905	2147
CALHM6	835	835	1127	1127
OR2T8	939	939	939	939
ZNF860	3209	3209	3209	3209
TUBA1A	2050	2004	2476	2476
HLA-DQA1	1572	1572	1572	1572
ACTR1B	2204	2204	2204	2204
RAD50	8270	8270	8270	8270
LINC01840	571	571	571	571
LINC02069	2591	2591	2591	2591
FANCG	2631	2631	2631	2631
GCSH	1528	1528	1560	1560
GALNT3	3436	3436	3436	3436
FUT7	1662	1662	1662	1662
CLDN15	1677	1677	2131	2131
NDUFS5	531	531	567	571
UQCC1	2293	2267	2370	2448
EHHADH-AS1	1416	1416	1416	1416
EHD2	3506	3506	3506	3506
PLA2G2E	785	785	785	785
PIK3R4	5016	5016	5016	5016
PCNX1	12698	12698	12865	12865
SRSF3	3914	3914	4228	4733
RFC4	1411	1411	1450	1585
PADI3	3188	3188	3188	3188
KRTAP5-9	1188	1188	1188	1188
FOSB	3721	3721	3775	3775
DIAPH2	6492	6492	9202	9526
LINC00477	1710	1710	1710	1710
IGF2BP2-AS1	1531	1531	1531	1531
NMRAL2P	1796	1796	1796	1796
LINC02020	685	639	818	876
LINC02052	2295	2295	2295	2295
SLCO1A2	7456	7456	7682	7890
SNORD2	70	70	70	70
SNORA63B	125	125	125	125
MIR1248	106	106	106	106
SNORA81	178	178	178	178
SNORA63	135	135	135	135
SNORA4	137	137	137	137
MRPS10	2100	2100	2100	2100
LINC02043	1832	1832	1832	1832
ADIPOQ-AS1	3571	3571	3571	3571
RRP15	7765	7765	7765	7765
GET4	2090	2090	2090	2090
LOC101929106	2674	2674	2674	2674
FBXO31	5842	5842	5953	6104
CASTOR3	3296	3207	4032	6009
LOC101929130	1973	1973	1973	1973
LINC02041	966	966	966	966
LOC100131635	338	338	338	338
LINC01991	1666	1666	2580	2769
LPP-AS2	2883	2883	2883	2883
FLJ42393	2266	2266	2266	2266
LPP-AS1	495	495	495	495
TPRG1-AS1	697	697	697	697
TPRG1-AS2	479	479	479	479
P3H2-AS1	730	730	730	730
LY6G6C	893	893	893	893
NOL9	6627	6627	6627	6627
LRRK1	15673	15673	15673	15673
SNAR-I	121	121	121	121
SNX1	7989	8017	8212	8212
OSTN-AS1	511	511	511	511
TUBB8	1504	1504	1504	1504
RRN3	3735	3735	3780	3780
MFSD2B	2846	2846	2846	2846
FGF12-AS1	578	578	578	578
FGF12-AS2	580	580	580	580
MGC2889	2194	2194	2194	2194
ATP13A5-AS1	635	635	635	635
ATP13A4-AS1	1178	1178	1467	1542
NOTCH2	7868	7868	11425	11825
NPTX2	2713	2713	2713	2713
ZZEF1	11466	11466	11466	11466
TNFSF13B	2642	2642	2671	2671
DCTN6	1054	1054	1054	1054
RRAGA	1597	1597	1597	1597
FARS2	1725	1761	2201	3013
OPA1-AS1	502	502	502	502
LINC02038	2434	2434	2434	2434
LINC02026	1615	1615	1615	1615
DPPA2P3	1145	1145	1145	1145
LINC02028	1345	932	2672	3803
LINC02036	891	891	910	970
LINC02037	1195	1195	1195	1195
LINC00887	3013	3013	3013	3013
KLHDC10	6398	6398	6398	6398
LINC00884	1123	1123	1123	1123
TMEM44-AS1	1380	1430	1434	1434
FCRL4	3465	3465	3465	3465
PRKACG	1591	1591	1591	1591
LINC01968	3647	3647	3647	3647
LINC01972	550	550	550	550
XXYLT1-AS1	431	431	431	431
MIR3137	75	75	75	75
XXYLT1-AS2	842	842	850	850
LOC105374297	578	578	630	691
SDHAP2	2303	2303	2303	2303
MIR570HG	940	940	940	940
UBE2B	2241	2241	2241	2241
ELL	3970	3970	3970	3970
UQCRC2	1914	1914	1914	1914
ZNF76	2570	2570	2653	2653
LINC01983	275	275	293	389
GFM1	3405	3335	6478	6977
TRNT1	2825	2400	5494	7077
MIR6829	67	67	67	67
SDHAP1	2491	2491	2491	2491
LINC00885	1828	1828	1828	1828
TADA1	2094	2094	2094	2094
TM4SF19-TCTEX1D2	1008	1008	1008	1008
TM4SF19-AS1	1083	1083	1847	2061
UBXN7-AS1	890	890	890	890
LINC01793	2036	2036	2036	2036
DARS-AS1	830	830	881	1126
LINC01063	342	342	342	342
NCBP2-AS1	562	562	562	562
KBTBD7	4736	4736	4736	4736
DMRT2	2241	2374	2922	3138
SLC17A5	3292	3292	3292	3292
WDR33	5412	3583	9486	14422
B4GALT1	4199	4199	4199	4199
MLNR	1239	1239	1239	1239
CLECL1	1227	1438	1572	1724
SLC2A4RG	2361	2361	2361	2361
MIR4797	71	71	71	71
DLG1-AS1	1702	1702	1702	1702
LINC02012	4400	4400	4400	4400
LOC220729	1527	1527	1527	1527
SCG5	1299	1299	1301	1301
MIR922	81	81	81	81
ALDOB	2420	2420	2420	2420
ALAD	3223	3192	3349	3536
LINC00649	1838	2090	2657	2805
LOC105370295	1301	1284	1494	1494
LOC112268114	579	579	579	579
LMLN-AS1	548	548	548	548
ANKRD18DP	2894	2894	2894	2894
FAM157A	6879	6879	6879	6879
ZNF718	2828	3519	4073	5421
SLC46A2	2465	2465	2465	2465
SUCNR1	4181	4181	4181	4181
ZNF876P	2607	2607	2607	2607
MIR571	96	96	96	96
ABCA11P	1895	1895	1895	1895
FHAD1	5138	5138	5138	5138
IL19	1375	1347	1832	2284
NOS1AP	5192	5016	5559	7437
LOC105374338	1854	1854	1854	1854
CERS6	6816	6816	6828	6828
ROCK1	9446	9446	9446	9446
LOC100129917	1158	1158	1700	1700
SPICE1	5285	5234	5417	5465
IQSEC1	6854	7344	7700	8176
H3C8	467	467	467	467
H3C11	477	477	477	477
H3C6	462	462	462	462
H3C3	459	459	459	459
H3C4	921	921	921	921
H3C1	469	469	469	469
MIR135A2	100	100	100	100
SEC22B2P	6991	6991	6991	6991
PKD2	5028	5028	5089	5089
SEC22B3P	6991	6991	6991	6991
LOC105374344	493	493	493	493
TMED11P	533	533	533	533
LOC100130872	4981	4981	4981	4981
POLDIP2	2673	2673	2680	2734
FAM53A	3007	2854	3361	3442
ZSCAN5B	1626	1626	1626	1626
TMEM129	2740	2740	2803	2837
OR2AT4	1740	1740	1740	1740
FER1L4	6713	6713	6713	6713
IGIP	3456	3456	3456	3456
SCARNA22	125	125	125	125
MIR943	94	94	94	94
LYG2	868	868	868	868
ZCCHC4	2449	2449	2797	3851
USP2	3201	3024	3697	4057
SDS	1605	1605	1605	1605
MIR4800	80	80	80	80
LEKR1	2259	2259	2572	4067
AMT	1884	1865	1997	1997
PI4KA	6698	6686	6751	6752
ITGAE	3803	3803	3803	3803
ZNF385D	10478	10478	10478	10478
SIM2	3923	3923	4461	5639
ECHDC3	1633	1633	1633	1633
NOP14-AS1	3866	3866	3866	3866
ALG14	9336	9375	9412	9412
TTC39B	4633	3255	10376	10805
HTT-AS	740	740	740	740
MSANTD1	1919	1919	2289	2408
ZNF883	2379	2379	2379	2379
LAT	1642	1669	1758	1883
PRAMEF6	1720	1720	1720	3440
LINC00955	2483	2483	2483	2483
LINC02171	1033	1033	1033	1033
FAM86EP	2210	1912	2858	2939
NDST3	5937	5806	6245	6396
VAMP3	2178	2178	2178	2178
C1QTNF7-AS1	630	630	630	630
KRTAP21-1	414	414	414	414
HEIH	1665	1665	1665	1665
STX18-IT1	542	542	542	542
STX18-AS1	2478	2478	2478	2478
SNORD162	98	98	98	98
LOC101928279	2386	2386	2386	2386
LINC01396	527	527	527	527
LOC101928306	669	669	669	669
LINC01587	848	872	893	1053
ERCC2	2151	2151	2568	3019
NDUFAB1	665	665	665	665
SEC22B	6924	6924	6924	6924
MIR378D1	54	54	54	54
DEFB104B	281	281	281	562
CHAD	1705	1705	1705	1705
LINC02495	1485	1485	1485	1485
LINC02482	467	467	470	470
CEP170P1	1085	1085	1085	1085
LINC002481	1821	1821	1821	1821
GBA	2253	2291	2344	2413
PRIM2	1346	902	2276	2714
LOC100129931	4300	4300	4300	4300
LINC02447	2140	2140	2140	2140
MIR4798	75	75	75	75
MIR4274	91	91	91	91
H2AC21	448	448	448	448
EMC10	9482	9482	9526	9526
LIPM	1484	1484	1484	1484
PHOSPHO1	2122	2122	2173	2198
MIR95	81	81	81	81
PAIP1	2566	2558	2779	2875
LINC02517	691	691	788	788
RAD1	4456	4456	4511	4511
CXorf56	2322	2301	2408	2408
GSTK1	1052	1027	1226	1226
SERPINB5	2586	2586	2586	2586
MIR548I2	149	149	149	149
MIR3138	82	82	82	82
PTPRH	3656	3656	3923	3923
MIR572	95	95	95	95
LINC02360	654	654	654	654
LINC02270	640	640	640	640
ADAMTS2	4535	4535	6783	7309
LINC01097	2122	2122	2122	2122
LINC01096	1749	1749	1749	1749
MIR5091	93	93	93	93
LINC01182	2228	2228	2228	2228
LINC01085	1984	1984	1984	1984
LINC00504	4671	4671	4671	4671
CPEB2-DT	1630	1630	1630	1630
GP9	894	894	894	894
GNAT1	3032	3032	3599	3599
GLI3	8404	8404	8404	8404
GPR143	1645	1645	1645	1645
FH	1867	1867	1867	1867
ZNF737	8352	8352	8352	8352
MYBL1	5040	4981	5161	5161
OC90	1788	1788	1788	1788
SHISA9	5473	5473	6749	9916
G2E3	5764	5764	5767	5802
UBE2M	1159	1159	1159	1159
TAPT1-AS1	2521	2521	2547	2547
LINC02493	1702	1702	1702	1702
SNORA75B	137	137	137	137
USP30	3938	3938	4132	4318
ERP44	4805	4805	4805	4805
CBL	11168	11168	11168	11168
LOC105370708	1866	1866	1866	1866
LOC105370687	1742	1742	1742	1742
LOC112268068	4051	4051	4051	4051
SPATA8	926	925	1037	1123
LOC107984282	7778	7778	7778	7778
SLIT2-IT1	601	601	601	601
BNC1	4672	4672	4766	4901
AJM1	3186	3186	3186	3186
MIR7978	59	59	59	59
LOC105374516	715	715	715	715
KCNIP4-IT1	9848	9848	9848	9848
LOC100505912	889	889	889	889
LOC100505774	629	629	629	629
MIR205HG	853	893	976	976
IQCJ-SCHIP1-AS1	597	597	597	597
NLRC3	6509	6509	6608	6608
TERF2IP	2219	2219	2307	2307
CCDC149	4008	4005	4062	4312
SEPSECS-AS1	1120	1120	1120	1120
LOC101929161	578	578	578	578
OPN1MW3	1261	1261	1261	2522
SLC22A18AS	1731	1731	1929	1929
KSR1	6612	6612	7280	7707
TBC1D19	2944	2944	2967	3127
PLGLB1	3010	3010	3011	6021
STIM2-AS1	557	512	664	771
LINC02261	2802	2802	2802	2802
MIR4275	87	87	87	87
LINC02364	426	426	426	426
LINC02472	680	680	680	680
LINC02497	506	506	506	506
LINC02501	542	542	548	706
LINC02506	752	752	752	752
LOC105377651	403	403	403	403
LINC02353	849	849	849	849
LOC101928622	2404	2404	2404	2404
LINC02484	459	459	546	591
LOC439933	1380	1380	1443	1780
MIR1255B1	63	63	63	63
LINC02505	776	776	776	776
LINC02616	2506	2506	2506	2506
MIR4801	82	82	82	82
GNAI3	9042	9042	9042	9042
SLC4A1AP	2970	2970	2970	2970
SPIRE2	3268	3268	3268	3268
GNAO1	4621	4621	6061	7773
TPD52L3	1791	1504	2544	3460
ARMH4	4454	4454	6491	6883
LINC02513	487	487	487	487
LINC01258	2059	2059	2059	2059
LINC01259	757	757	757	757
LINC02278	3789	3789	3789	3789
KLF3-AS1	2368	2368	2368	2368
PGM5	3626	3626	3626	3626
PATE4	1986	1986	1986	1986
VSTM5	3055	3055	3055	3055
FLOT1	1876	1876	1886	2030
SEPTIN8	3884	4072	4270	5766
MIR5591	65	65	65	65
LOC401127	1649	1649	1649	1649
ATP6V1E2	2242	2415	2541	2541
UGDH-AS1	2967	2967	2967	2967
PTX4	1429	1429	1437	1563
LOC344967	1613	1613	1613	1613
LINC02265	886	886	958	1312
MIR4802	80	80	80	80
INSRR	5200	5200	5200	5200
YEATS2	5776	6446	6526	6958
FBF1	4679	4679	4679	4679
VPS13C	13934	13934	14596	17061
UCHL1-AS1	592	592	592	592
KIAA1755	5473	5330	6377	6377
ANXA5	1638	1638	1638	1638
DBN1	2866	3039	3080	3670
SP4	4648	6057	6077	6188
LINC00682	1424	1424	1424	1424
LOC105374428	394	394	394	394
LINC02383	575	575	575	575
LINC02475	2566	2566	2620	2821
GUF1	4233	4179	4460	4485
ATP13A1	3846	3846	3846	3846
CCL19	683	683	683	683
HBZ	798	798	798	798
HBQ1	528	528	528	528
H1-1	781	781	781	781
H3-3B	2705	2705	2705	2705
H1-5	790	790	790	790
USP47	9975	9992	10275	10334
POU4F2	3142	3142	3142	3142
WDR41	3678	3678	3678	3678
TAGLN	4023	4023	4260	4260
TAF2	5027	5027	5027	5027
MIR8053	73	73	73	73
LOC101927179	611	611	626	626
MED14	7996	7996	7996	7996
SEPTIN3	3784	4079	4656	6563
IRS1	8736	8736	8736	8736
LOC101927157	1666	1666	1666	1666
GPHA2	752	752	752	752
OCIAD1-AS1	264	264	264	264
WDR78	2763	2763	3814	3921
DCUN1D4	4325	4270	4538	4702
OR6C68	939	939	939	939
OR5K4	966	966	966	966
LINC02480	577	577	577	577
LINC01284	763	763	763	763
PDXK	7230	7230	7341	7428
USP46-AS1	878	878	878	878
MIR4449	66	66	66	66
SNORA26	122	122	122	122
LINC01618	727	727	727	727
PIP4K2A	3717	3717	3820	4010
ATG10	3096	3096	3164	3164
SLC25A18	2131	2131	2186	2245
LNX1-AS1	553	553	553	553
LNX1-AS2	1962	1962	1962	1962
LOC100506444	1616	1616	1616	1616
RPL21P44	1784	1784	1784	1784
FAM243A	961	961	961	961
SOBP	6225	6225	6225	6225
RMND1	1716	1716	1948	2003
LINC02283	624	624	624	624
LINC02260	2216	2216	2216	2216
SRD5A3-AS1	926	926	926	926
DECR2	1551	1551	1551	1551
GJD2	2920	2920	2920	2920
ARL9	1423	1423	1447	1751
ANKRD13C	5658	5658	5658	5658
CEROX1	2890	3210	3922	3922
SIK2	9622	9622	9622	9622
HCN1	9933	9933	9933	9933
ELF3	3158	3158	3215	3215
GBP2	4087	4087	4087	4087
IGFBP7-AS1	1389	1389	1389	1389
LINC02380	1038	1038	1038	1038
LINC02494	427	427	427	427
LINC02619	655	655	688	688
SLC25A48-AS1	2042	2042	2042	2042
MIR548AG1	66	66	66	66
LINC02271	518	518	518	518
ADGRL3-AS1	467	467	467	467
LINC02232	4079	4079	4079	4079
RXYLT1	1909	1909	1966	2186
EPHA5-AS1	1177	1177	1177	1177
MIR1269A	105	105	105	105
LOC101927237	1957	1957	1957	1957
UBA6-AS1	2290	2290	2290	2290
TMPRSS11GP	341	341	341	341
LOC550113	2787	2787	2787	2787
SYT14P1	2628	2628	2628	2628
FTLP10	1501	1501	1501	1501
TMPRSS11BNL	1383	1383	1383	1383
CEACAM20	1801	1801	1959	1959
C10orf82	1127	1059	1426	1776
FLRT1	3247	3247	3247	3247
IL17C	1060	1060	1060	1060
PCSK1N	1025	1025	1025	1025
LOC105377267	2974	2974	2974	2974
DNASE1L3	1200	1200	1414	1445
DMWD	3410	3410	3410	3410
DEFB4A	337	337	337	337
EPG5	12688	12688	12688	12688
UGT2A2	2502	2502	2568	2568
ARL6IP6	3092	3108	3374	4428
OR5B3	945	945	945	945
LBX2	1262	1262	1452	1723
PRB2	1431	1431	1431	1431
MEAK7	5013	5013	5013	5013
OR5L2	936	936	936	936
FIGN	9451	9451	9536	9536
RAB32	1065	1065	1065	1065
COPS6	1404	1404	1404	1404
TACSTD2	1820	1820	1820	1820
TNNI3K	3017	3017	3017	3017
CLSTN2	14201	14201	14201	14201
NUMB	3548	3520	3644	3749
ARFGEF2	9031	9031	9031	9031
GOT1L1	1371	1371	1371	1371
ZNF572	3277	3277	3277	3277
IQCF1	713	713	713	713
LINC02499	763	763	763	763
PCSK4	2703	2703	2703	2703
OPLAH	4020	4020	4020	4020
DDX43	2430	2430	2430	2430
PPBPP2	1362	1362	1362	1362
LRRC24	1762	1762	1762	1762
TBC1D20	3236	3236	4446	4446
LINC02562	552	552	552	552
LINC02483	1143	1143	1143	1143
SERPINA9	1509	1463	1705	1803
OR5M8	936	936	936	936
TAL2	666	666	666	666
SULT1E1	1773	1773	1773	1773
SRC	4075	4075	4113	4241
SIX3	2713	2713	2713	2713
LOC101928809	1684	1684	1684	1684
SPINK8	442	442	442	442
CDX2	3472	3472	3497	3501
TMEM43	3342	3342	3342	3342
FSD1	1794	1794	1833	1847
CCDC154	2191	2191	2191	2191
MIR4450	65	65	65	65
MIR548AH	76	76	76	76
RSPRY1	3089	3492	4102	4410
OR51F1	960	960	960	960
SNORD161	66	66	66	66
SNHG19	357	357	357	357
CCEPR	2502	2502	2502	2502
LINC00989	2054	2054	2054	2054
PCAT4	2091	2091	2091	2091
TELO2	3296	3296	3314	3314
CROCC	6656	6656	6656	6656
CST7	891	891	891	891
LOC101928942	782	782	782	782
PGD	2314	2268	2473	2473
IL13	1348	1333	1454	1571
NT5M	1581	1581	1581	1581
LINC00575	879	879	910	910
H4C15	396	396	396	792
TBX10	1548	1548	1548	1548
SELP	3156	3156	3156	3156
NELFE	1445	1445	1445	1445
THAP9-AS1	2266	2283	2308	2308
SNORD143	76	76	76	76
SNORD144	86	86	86	86
THAP9	3900	3900	3976	3976
MRPL46	986	986	986	986
ZNF366	6260	6260	6260	6260
ZFYVE16	9886	10830	11082	11332
RBM33	10168	10168	10168	10168
RER1	3028	3028	3028	3028
LOC101928978	2838	2838	2838	2838
MIR4451	66	66	66	66
OST4	441	441	441	441
MEX3C	4142	4142	4142	4142
TPPP	5979	5979	5979	5979
SKIV2L	3794	3794	3794	3794
HKDC1	3652	3652	3652	3652
MIR4452	71	71	71	71
CTSV	4341	4341	4359	4396
PLCL1	6696	6696	6696	6696
NSUN5	2361	2334	2447	2447
GLE1	2799	2799	3342	3521
EFHD1	1810	1878	1957	2079
SPINDOC	1954	1954	1954	1954
AFF1-AS1	1945	1945	1945	1945
IMPAD1	7224	7224	7224	7224
MYLK3	7606	7606	8033	8240
MIR5705	89	89	89	89
S100P	471	471	471	471
PIGZ	2688	2688	2688	2688
DCLRE1A	4353	4353	4450	4491
IBA57	7671	7671	7828	7869
GPR42	1129	1129	1129	1129
FAM236D	457	457	463	926
PPM1K-DT	1344	1590	1666	2112
HERC6	3835	3835	3889	3889
PBX2	3229	3229	3229	3229
SSX1	1266	1266	1309	1309
TECTA	6468	6468	6468	6468
PIGY-DT	360	360	365	365
FAM13A-AS1	3210	3210	3210	3210
TCF7L1	2985	2985	2985	2985
SNCA-AS1	821	821	821	821
LNCPRESS2	1225	1225	1225	1225
LOC101929210	1014	1014	1014	1014
VAC14-AS1	2192	2192	2192	2192
LOC284412	2344	2344	2344	2344
SLC35C1	3142	3117	3429	3875
ZNF14	2963	2963	2963	2963
SEC11C	761	761	790	790
BMPR1B-DT	643	643	643	643
H2BC9	425	425	425	425
LINC02267	379	379	379	379
STPG2-AS1	537	537	537	537
RGS14	2286	2323	2326	2326
LOC105377342	1812	1812	1812	1812
MIR3684	74	74	74	74
LOC100507053	4825	4825	4825	4825
FTX	2356	2356	2356	2356
VTI1B	5141	5141	5141	5141
BNIP3	1633	1633	1633	1633
BDH1	3410	3375	3527	3670
SRFBP1	2855	2855	2855	2855
OPRPN	979	983	1039	1039
LOC101929353	526	526	526	526
SNORA101A	121	121	121	121
LINC01216	824	824	824	824
MIR8066	78	78	78	78
MIR1255A	113	113	113	113
FLJ20021	793	793	793	793
ZNF674	4044	4040	4055	4055
RFX1	4375	4375	4375	4375
PIWIL1	3329	3329	3859	3918
LOC105377621	766	766	766	766
RND3	2759	2759	2807	2807
LOC102723704	1506	1506	1506	1506
TRIM13	6924	6862	7255	7369
UBE2D3-AS1	979	979	1044	1175
SUPT20HL1	5160	5160	5160	5160
ACTL7B	1398	1398	1398	1398
PLA2G12A	5219	5219	5219	5219
PSG5	1606	1606	1640	1640
ZBTB3	2840	2788	2950	2950
CXXC4-AS1	2968	2968	2968	2968
TET2-AS1	754	754	754	754
GRHL2	5260	5260	5290	5290
ARHGEF38-IT1	453	453	453	453
ARPC5	7270	7270	7275	7275
LOC101929577	3526	3526	3526	3526
METTL17	1575	1575	1612	1612
TAT	3945	3945	3945	3945
LINC02173	520	520	520	520
LOC105369274	1231	1231	1231	1231
LOC100996413	897	897	897	897
LOC100132202	3038	3038	3039	6077
LOC101929595	2810	2810	2810	2810
SPRYD3	2902	2902	2902	2902
FBXW2	9181	9139	9404	9404
IQCM	1947	1947	2078	2175
SH3D19	4891	5048	5273	5432
RPL34-AS1	3773	3773	3773	3773
LOC101929621	586	586	586	586
MRPL58	891	891	894	894
TRMT10C	1813	1813	1813	1813
SEC24B-AS1	957	957	957	957
GPR139	1523	1523	1573	1573
STON1-GTF2A1L	3826	3790	4067	4374
TLR1	2851	2851	2851	2851
ZNFX1	7207	7207	7207	7207
APOBEC3F	2551	2551	4494	4835
ARHGEF35-AS1	990	990	990	990
IFITM3	608	608	611	611
AIFM2	3191	3191	3250	3250
FCHSD1	4319	4319	4319	4319
ZG16B	828	828	828	828
SLC25A28	1525	1525	1525	1525
RNASE11	1767	1767	1767	1767
PANCR	492	492	536	832
PCDHA8	3921	3921	5397	5448
ALDH3B2	2639	2639	2774	2823
DIPK2B	3553	3553	4631	6558
ZNF800	4473	4473	4473	4473
RFK	2596	2596	2596	2596
RASSF2	5337	5337	5390	5412
NKIRAS1	1995	1995	1995	1995
ZNF792	4068	4068	4068	4068
BRIP1	8182	8182	8182	8182
RNF180	3664	3336	7215	10860
MTG1	3424	3424	3424	3424
C14orf39	2780	2780	2780	2780
PIGW	2789	2816	3050	3050
TDRP	3209	3423	3737	4101
SPDYE1	2650	2650	2650	2650
RASGEF1C	2297	2297	2297	2297
OLIG1	2273	2273	2273	2273
CYP4F22	2609	2609	2609	2609
STPG2	1892	1892	1892	1892
CAPN12	3129	3129	3129	3129
ZNF575	1711	1711	1711	1711
EXOSC5	998	998	998	998
TMEM245	7999	7999	7999	7999
PRMT9	3451	3420	3725	4210
UGT3A2	2130	2240	2342	2342
ODF1	1026	1026	1026	1026
PCDHA7	3854	3854	5338	5353
RAMP3	1323	1323	1323	1323
FUT10	3547	3547	3547	3547
SESN2	3462	3462	3462	3462
SASS6	3808	3808	3848	3848
PSTPIP2	3000	3000	3000	3000
RPIA	1813	1813	1813	1813
RALYL	2395	2220	3156	4496
TPPP2	1408	1408	1408	1408
SREK1IP1	6876	6876	6876	6876
ESS2	5397	5397	5436	5524
C3orf38	2414	2414	2414	2414
RTP5	2296	2296	2296	2296
CABLES2	3785	3785	3785	3785
PDZD8	9672	9672	9672	9672
OOSP2	1498	1498	1498	1498
IFNA4	981	981	981	981
ZNF775	2261	2261	2261	2261
SLC17A8	3909	3909	3984	3984
NSMCE3	4833	4833	4833	4833
KLF14	1479	1479	1479	1479
MIR1243	93	93	93	93
C11orf97	672	672	672	672
ARPIN-AP3S2	6218	6218	6218	6218
